"kingdom","phylum","class","order","family","genus","species"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","uncultured soil"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured Flavobacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Niastella koreensis"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured Niastella"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasegetibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","uncultured Niastella"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","uncultured soil"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","uncultured Chitinophagaceae"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","UTBCD1","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","Panacibacter ginsenosidivorans"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","Terrimonas sp."
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Chitinophaga"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Ferruginibacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Flavobacterium"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Niastella"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured microorganism"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured organism"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured Haliscomenobacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured Devosia"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured Haliscomenobacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured soil"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","wastewater metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured Sphingobacteriales"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga","Cytophaga hutchinsonii"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga","uncultured Bacteroidetes"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Rhodocytophaga","uncultured Bacteroidetes"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Rhodocytophaga",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Siphonobacter","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga","Sporocytophaga myxococcoides"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter","Pontibacter populi"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea","Cytophagaceae bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","Chryseolinea flava"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","Ohtaekwangia koreensis"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","uncultured Bacteroidetes"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","Bacteroidetes bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Candidatus"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Cytophagaceae"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured Flexibacter"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured prokaryote"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured soil"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","uncultured",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Fibrella","uncultured soil"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Larkinella",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea","Cytophagaceae bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Rudanella","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma","Spirosoma rigui"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma",NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","uncultured","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","uncultured","uncultured","Hymenobacter sp."
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","uncultured","uncultured","uncultured Cyclobacteriaceae"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","uncultured","uncultured","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","uncultured","uncultured",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola sp."
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium johnsoniae"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium noncentrifugens"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured soil"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium piscium"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767","uncultured Bacteroidetes"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","CWT_CU03-E12","CWT_CU03-E12","bacterium enrichment"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","CWT_CU03-E12","CWT_CU03-E12","uncultured Bacteroidetes"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","CWT_CU03-E12","CWT_CU03-E12","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","KD3-93","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","KD3-93","uncultured Bacteroidetes"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","KD3-93",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group","Bacteroidetes bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter galii"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Olivibacter soli"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea","Solitalea koreensis"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium corticis"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium nematocida"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","metagenome"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","uncultured Alistipes"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","uncultured Bacteroidetes"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","uncultured bacterium"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17","uncultured soil"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","env.OPS_17",NA
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriales","Ignavibacteriales","uncultured bacterium"
"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","SJA-28","SJA-28","Chlorobi bacterium"
"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","SJA-28","SJA-28","metagenome"
"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales","uncultured Chlorobiales"
"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales","uncultured bacterium"
"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales",NA
"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured bacterium"
"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26",NA
"Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured",NA
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax","uncultured bacterium"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax",NA
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Peredibacter starrii"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","metagenome"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","microbial mat"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","uncultured bacterium"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","uncultured","uncultured bacterium"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio sp."
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrionales bacterium"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","metagenome"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured deep-sea"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured soil"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured Myxococcales"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured bacterium"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",NA
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","marine metagenome"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","uncultured Geoalkalibacter"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","uncultured Myxococcales"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","uncultured Roseobacter"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","uncultured Syntrophobacteraceae"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","uncultured bacterium"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","uncultured marine"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20",NA
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus","Thymallus thymallus"
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus","uncultured bacterium"
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus","uncultured delta"
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus",NA
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","uncultured","uncultured bacterium"
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","uncultured","uncultured soil"
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","uncultured",NA
"Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","uncultured","uncultured bacterium"
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfuricurvum",NA
"Bacteria","Chloroflexi","AD3","AD3","AD3","AD3","uncultured Chloroflexi"
"Bacteria","Chloroflexi","AD3","AD3","AD3","AD3",NA
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",NA
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1",NA
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured sludge"
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",NA
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,NA
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae","uncultured","uncultured Caldilinea"
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae","uncultured","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae","uncultured",NA
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured Litorilinea"
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured prokaryote"
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured",NA
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea","uncultured soil"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","metagenome"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured Caldilinea"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured Caldilineales"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured Chloroflexia"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured",NA
"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9","uncultured Caldilineaceae"
"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9","uncultured Chloroflexi"
"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9","uncultured eubacterium"
"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9","uncultured sludge"
"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9",NA
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","metagenome"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","uncultured Anaerolineaceae"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","uncultured Caldilineaceae"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","uncultured Caldilineales"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","uncultured Chloroflexi"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","uncultured sludge"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","uncultured soil"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","wastewater metagenome"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b",NA
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB13","uncultured Chloroflexi"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB15","Chloroflexi bacterium"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","metagenome"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured Caldilineaceae"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured Gemmatimonadetes"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured soil"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","wastewater metagenome"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031",NA
"Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA
"Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured bacterium"
"Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15",NA
"Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168","uncultured bacterium"
"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","uncultured Chloroflexi"
"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","uncultured bacterium"
"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon",NA
